cdm_name,denominator_cohort_name,outcome_cohort_name,incidence_start_date,incidence_end_date,analysis_censor_cohort_name,analysis_complete_database_intervals,analysis_outcome_washout,analysis_repeated_events,denominator_age_group,denominator_days_prior_observation,denominator_end_date,denominator_requirements_at_entry,denominator_sex,denominator_start_date,denominator_target_cohort_name,denominator_time_at_risk,denominator_count,outcome_count,person_days,person_years,incidence_100000_pys,incidence_100000_pys_95CI_lower,incidence_100000_pys_95CI_upper,result_type
mock,denominator_cohort_52,cohort_1,2022-12-23,2024-03-31,None,FALSE,inf,FALSE,10 to 19,0,2024-03-31,FALSE,Both,2021-02-01,cohort_5,0 to Inf,3060,0,265819,727.773,0,0,506.872,tidy_incidence
mock,denominator_cohort_62,cohort_1,2023-08-28,2024-03-31,None,FALSE,inf,FALSE,10 to 19,0,2024-03-31,FALSE,Both,2021-02-01,cohort_6,0 to Inf,71,0,6137,16.802,0,0,21955.002,tidy_incidence
mock,denominator_cohort_3,cohort_1,2021-02-01,2024-03-31,None,FALSE,inf,FALSE,20 to 29,0,2024-03-31,FALSE,Both,2021-02-01,cohort_0,0 to Inf,127439,51,43041643,117841.596,43.278,32.224,56.903,tidy_incidence
mock,denominator_cohort_13,cohort_1,2021-02-17,2024-03-31,None,FALSE,inf,FALSE,20 to 29,0,2024-03-31,FALSE,Both,2021-02-01,cohort_1,0 to Inf,105766,1,2780847,7613.544,13.134,0.333,73.181,tidy_incidence
mock,denominator_cohort_23,cohort_1,2021-03-15,2024-03-31,None,FALSE,inf,FALSE,20 to 29,0,2024-03-31,FALSE,Both,2021-02-01,cohort_2,0 to Inf,104588,4,9460097,25900.334,15.444,4.208,39.542,tidy_incidence
mock,denominator_cohort_33,cohort_1,2021-11-26,2024-03-31,None,FALSE,inf,FALSE,20 to 29,0,2024-03-31,FALSE,Both,2021-02-01,cohort_3,0 to Inf,73270,2,6558281,17955.595,11.139,1.349,40.236,tidy_incidence
mock,denominator_cohort_43,cohort_1,2022-06-18,2024-03-31,None,FALSE,inf,FALSE,20 to 29,0,2024-03-31,FALSE,Both,2021-02-01,cohort_4,0 to Inf,22756,1,2052517,5619.485,17.795,0.451,99.149,tidy_incidence
mock,denominator_cohort_53,cohort_1,2022-10-26,2024-03-31,None,FALSE,inf,FALSE,20 to 29,0,2024-03-31,FALSE,Both,2021-02-01,cohort_5,0 to Inf,6058,0,535029,1464.83,0,0,251.83,tidy_incidence
mock,denominator_cohort_63,cohort_1,2023-05-08,2024-03-31,None,FALSE,inf,FALSE,20 to 29,0,2024-03-31,FALSE,Both,2021-02-01,cohort_6,0 to Inf,1549,0,138475,379.124,0,0,973.001,tidy_incidence
mock,denominator_cohort_73,cohort_1,2023-09-20,2024-03-31,None,FALSE,inf,FALSE,20 to 29,0,2024-03-31,FALSE,Both,2021-02-01,cohort_7,0 to Inf,550,0,48589,133.029,0,0,2772.989,tidy_incidence
mock,denominator_cohort_4,cohort_1,2021-02-01,2024-03-31,None,FALSE,inf,FALSE,30 to 39,0,2024-03-31,FALSE,Both,2021-02-01,cohort_0,0 to Inf,142283,70,50593329,138516.986,50.535,39.395,63.848,tidy_incidence
mock,denominator_cohort_14,cohort_1,2021-02-17,2024-03-26,None,FALSE,inf,FALSE,30 to 39,0,2024-03-31,FALSE,Both,2021-02-01,cohort_1,0 to Inf,116768,0,3023825,8278.782,0,0,44.558,tidy_incidence
mock,denominator_cohort_24,cohort_1,2021-03-10,2024-03-31,None,FALSE,inf,FALSE,30 to 39,0,2024-03-31,FALSE,Both,2021-02-01,cohort_2,0 to Inf,115620,9,10469256,28663.261,31.399,14.358,59.605,tidy_incidence
mock,denominator_cohort_34,cohort_1,2021-12-01,2024-03-31,None,FALSE,inf,FALSE,30 to 39,0,2024-03-31,FALSE,Both,2021-02-01,cohort_3,0 to Inf,82877,5,7483187,20487.849,24.405,7.924,56.952,tidy_incidence
mock,denominator_cohort_44,cohort_1,2022-06-04,2024-03-31,None,FALSE,inf,FALSE,30 to 39,0,2024-03-31,FALSE,Both,2021-02-01,cohort_4,0 to Inf,30441,2,2753297,7538.116,26.532,3.213,95.842,tidy_incidence
mock,denominator_cohort_54,cohort_1,2022-10-25,2024-03-31,None,FALSE,inf,FALSE,30 to 39,0,2024-03-31,FALSE,Both,2021-02-01,cohort_5,0 to Inf,10278,0,916530,2509.322,0,0,147.007,tidy_incidence
mock,denominator_cohort_64,cohort_1,2023-05-08,2024-03-31,None,FALSE,inf,FALSE,30 to 39,0,2024-03-31,FALSE,Both,2021-02-01,cohort_6,0 to Inf,3143,1,280997,769.328,129.984,3.291,724.222,tidy_incidence
mock,denominator_cohort_74,cohort_1,2023-09-20,2024-03-31,None,FALSE,inf,FALSE,30 to 39,0,2024-03-31,FALSE,Both,2021-02-01,cohort_7,0 to Inf,1296,3,113609,311.044,964.494,198.902,2818.66,tidy_incidence
mock,denominator_cohort_5,cohort_1,2021-02-01,2024-03-31,None,FALSE,inf,FALSE,40 to 49,0,2024-03-31,FALSE,Both,2021-02-01,cohort_0,0 to Inf,172063,172,55426583,151749.714,113.345,97.038,131.607,tidy_incidence
mock,denominator_cohort_15,cohort_1,2021-02-18,2024-03-31,None,FALSE,inf,FALSE,40 to 49,0,2024-03-31,FALSE,Both,2021-02-01,cohort_1,0 to Inf,148092,5,3736980,10231.294,48.87,15.868,114.046,tidy_incidence
mock,denominator_cohort_25,cohort_1,2021-03-11,2024-03-31,None,FALSE,inf,FALSE,40 to 49,0,2024-03-31,FALSE,Both,2021-02-01,cohort_2,0 to Inf,147160,24,13369870,36604.709,65.565,42.009,97.556,tidy_incidence
mock,denominator_cohort_35,cohort_1,2021-12-01,2024-03-31,None,FALSE,inf,FALSE,40 to 49,0,2024-03-31,FALSE,Both,2021-02-01,cohort_3,0 to Inf,114236,16,10366306,28381.399,56.375,32.223,91.549,tidy_incidence
mock,denominator_cohort_45,cohort_1,2022-06-04,2024-03-31,None,FALSE,inf,FALSE,40 to 49,0,2024-03-31,FALSE,Both,2021-02-01,cohort_4,0 to Inf,52814,6,4792922,13122.305,45.724,16.78,99.521,tidy_incidence
mock,denominator_cohort_55,cohort_1,2022-10-25,2024-03-31,None,FALSE,inf,FALSE,40 to 49,0,2024-03-31,FALSE,Both,2021-02-01,cohort_5,0 to Inf,19243,6,1719621,4708.066,127.441,46.769,277.385,tidy_incidence
mock,denominator_cohort_65,cohort_1,2023-05-08,2024-03-31,None,FALSE,inf,FALSE,40 to 49,0,2024-03-31,FALSE,Both,2021-02-01,cohort_6,0 to Inf,6443,2,579269,1585.952,126.107,15.272,455.543,tidy_incidence
mock,denominator_cohort_75,cohort_1,2023-09-20,2024-03-31,None,FALSE,inf,FALSE,40 to 49,0,2024-03-31,FALSE,Both,2021-02-01,cohort_7,0 to Inf,2688,1,238789,653.769,152.959,3.873,852.234,tidy_incidence
mock,denominator_cohort_6,cohort_1,2021-02-01,2024-03-31,None,FALSE,inf,FALSE,50 to 59,0,2024-03-31,FALSE,Both,2021-02-01,cohort_0,0 to Inf,195784,566,57470459,157345.541,359.718,330.69,390.612,tidy_incidence
mock,denominator_cohort_16,cohort_1,2021-02-17,2024-03-31,None,FALSE,inf,FALSE,50 to 59,0,2024-03-31,FALSE,Both,2021-02-01,cohort_1,0 to Inf,173674,14,4310627,11801.854,118.625,64.854,199.033,tidy_incidence
mock,denominator_cohort_26,cohort_1,2021-03-15,2024-03-31,None,FALSE,inf,FALSE,50 to 59,0,2024-03-31,FALSE,Both,2021-02-01,cohort_2,0 to Inf,173009,48,15729698,43065.566,111.458,82.18,147.777,tidy_incidence
mock,denominator_cohort_36,cohort_1,2021-09-28,2024-03-31,None,FALSE,inf,FALSE,50 to 59,0,2024-03-31,FALSE,Both,2021-02-01,cohort_3,0 to Inf,149709,45,13601882,37239.923,120.838,88.14,161.691,tidy_incidence
mock,denominator_cohort_46,cohort_1,2022-05-28,2024-03-31,None,FALSE,inf,FALSE,50 to 59,0,2024-03-31,FALSE,Both,2021-02-01,cohort_4,0 to Inf,89920,30,8169619,22367.198,134.125,90.494,191.472,tidy_incidence
mock,denominator_cohort_56,cohort_1,2022-10-26,2024-03-31,None,FALSE,inf,FALSE,50 to 59,0,2024-03-31,FALSE,Both,2021-02-01,cohort_5,0 to Inf,39490,15,3530141,9664.999,155.199,86.864,255.977,tidy_incidence
mock,denominator_cohort_66,cohort_1,2023-05-08,2024-03-31,None,FALSE,inf,FALSE,50 to 59,0,2024-03-31,FALSE,Both,2021-02-01,cohort_6,0 to Inf,14421,12,1291102,3534.845,339.477,175.413,592.999,tidy_incidence
mock,denominator_cohort_76,cohort_1,2023-09-20,2024-03-31,None,FALSE,inf,FALSE,50 to 59,0,2024-03-31,FALSE,Both,2021-02-01,cohort_7,0 to Inf,6058,4,534831,1464.287,273.17,74.43,699.425,tidy_incidence
mock,denominator_cohort_7,cohort_1,2021-02-01,2024-03-31,None,FALSE,inf,FALSE,60 to 69,0,2024-03-31,FALSE,Both,2021-02-01,cohort_0,0 to Inf,152078,881,38206340,104603.258,842.23,787.526,899.732,tidy_incidence
mock,denominator_cohort_17,cohort_1,2021-02-19,2024-03-31,None,FALSE,inf,FALSE,60 to 69,0,2024-03-31,FALSE,Both,2021-02-01,cohort_1,0 to Inf,138869,20,3289039,9004.898,222.101,135.665,343.018,tidy_incidence
mock,denominator_cohort_27,cohort_1,2021-03-12,2024-03-31,None,FALSE,inf,FALSE,60 to 69,0,2024-03-31,FALSE,Both,2021-02-01,cohort_2,0 to Inf,138543,108,12597080,34488.925,313.144,256.878,378.071,tidy_incidence
mock,denominator_cohort_37,cohort_1,2021-08-08,2024-03-31,None,FALSE,inf,FALSE,60 to 69,0,2024-03-31,FALSE,Both,2021-02-01,cohort_3,0 to Inf,129758,82,11797481,32299.743,253.872,201.912,315.122,tidy_incidence
mock,denominator_cohort_47,cohort_1,2022-05-28,2024-03-31,None,FALSE,inf,FALSE,60 to 69,0,2024-03-31,FALSE,Both,2021-02-01,cohort_4,0 to Inf,106121,67,9645460,26407.83,253.713,196.624,322.206,tidy_incidence
mock,denominator_cohort_57,cohort_1,2022-10-17,2024-03-31,None,FALSE,inf,FALSE,60 to 69,0,2024-03-31,FALSE,Both,2021-02-01,cohort_5,0 to Inf,78404,56,7098879,19435.671,288.13,217.65,374.161,tidy_incidence
mock,denominator_cohort_67,cohort_1,2023-05-06,2024-03-31,None,FALSE,inf,FALSE,60 to 69,0,2024-03-31,FALSE,Both,2021-02-01,cohort_6,0 to Inf,48399,31,4355669,11925.172,259.954,176.626,368.984,tidy_incidence
mock,denominator_cohort_77,cohort_1,2023-09-20,2024-03-31,None,FALSE,inf,FALSE,60 to 69,0,2024-03-31,FALSE,Both,2021-02-01,cohort_7,0 to Inf,26233,18,2350841,6436.252,279.666,165.748,441.993,tidy_incidence
mock,denominator_cohort_8,cohort_1,2021-02-01,2024-03-31,None,FALSE,inf,FALSE,70 to 79,0,2024-03-31,FALSE,Both,2021-02-01,cohort_0,0 to Inf,165201,2126,34253351,93780.564,2266.994,2171.644,2365.454,tidy_incidence
mock,denominator_cohort_18,cohort_1,2021-02-22,2024-03-31,None,FALSE,inf,FALSE,70 to 79,0,2024-03-31,FALSE,Both,2021-02-01,cohort_1,0 to Inf,153712,77,3419382,9361.758,822.495,649.1,1027.978,tidy_incidence
mock,denominator_cohort_28,cohort_1,2021-03-15,2024-03-31,None,FALSE,inf,FALSE,70 to 79,0,2024-03-31,FALSE,Both,2021-02-01,cohort_2,0 to Inf,153325,306,13937368,38158.434,801.92,714.577,896.993,tidy_incidence
mock,denominator_cohort_38,cohort_1,2021-07-02,2024-03-31,None,FALSE,inf,FALSE,70 to 79,0,2024-03-31,FALSE,Both,2021-02-01,cohort_3,0 to Inf,147821,303,13435842,36785.331,823.698,733.553,921.863,tidy_incidence
mock,denominator_cohort_48,cohort_1,2022-05-16,2024-03-31,None,FALSE,inf,FALSE,70 to 79,0,2024-03-31,FALSE,Both,2021-02-01,cohort_4,0 to Inf,136433,252,12402374,33955.849,742.14,653.331,839.653,tidy_incidence
mock,denominator_cohort_58,cohort_1,2022-10-26,2024-03-31,None,FALSE,inf,FALSE,70 to 79,0,2024-03-31,FALSE,Both,2021-02-01,cohort_5,0 to Inf,120533,225,10953743,29989.714,750.257,655.421,854.96,tidy_incidence
mock,denominator_cohort_68,cohort_1,2023-01-30,2024-03-31,None,FALSE,inf,FALSE,70 to 79,0,2024-03-31,FALSE,Both,2021-02-01,cohort_6,0 to Inf,96938,157,8790681,24067.573,652.33,554.282,762.725,tidy_incidence
mock,denominator_cohort_78,cohort_1,2023-09-20,2024-03-31,None,FALSE,inf,FALSE,70 to 79,0,2024-03-31,FALSE,Both,2021-02-01,cohort_7,0 to Inf,77808,126,7017052,19211.641,655.852,546.343,780.876,tidy_incidence
mock,denominator_cohort_9,cohort_1,2021-02-01,2024-03-31,None,FALSE,inf,FALSE,80 to 89,0,2024-03-31,FALSE,Both,2021-02-01,cohort_0,0 to Inf,119092,3422,21581716,59087.518,5791.409,5598.977,5988.768,tidy_incidence
mock,denominator_cohort_19,cohort_1,2021-03-11,2024-03-31,None,FALSE,inf,FALSE,80 to 89,0,2024-03-31,FALSE,Both,2021-02-01,cohort_1,0 to Inf,110583,196,2471225,6765.845,2896.903,2505.52,3332.089,tidy_incidence
mock,denominator_cohort_29,cohort_1,2021-04-01,2024-03-31,None,FALSE,inf,FALSE,80 to 89,0,2024-03-31,FALSE,Both,2021-02-01,cohort_2,0 to Inf,109980,603,9983239,27332.619,2206.155,2033.559,2389.485,tidy_incidence
mock,denominator_cohort_39,cohort_1,2021-05-15,2024-03-31,None,FALSE,inf,FALSE,80 to 89,0,2024-03-31,FALSE,Both,2021-02-01,cohort_3,0 to Inf,104495,681,9478821,25951.598,2624.116,2430.704,2828.825,tidy_incidence
mock,denominator_cohort_49,cohort_1,2022-06-03,2024-03-31,None,FALSE,inf,FALSE,80 to 89,0,2024-03-31,FALSE,Both,2021-02-01,cohort_4,0 to Inf,96516,636,8754502,23968.52,2653.48,2451.238,2867.96,tidy_incidence
mock,denominator_cohort_59,cohort_1,2022-10-26,2024-03-31,None,FALSE,inf,FALSE,80 to 89,0,2024-03-31,FALSE,Both,2021-02-01,cohort_5,0 to Inf,85504,579,7749764,21217.697,2728.854,2511.077,2960.463,tidy_incidence
mock,denominator_cohort_69,cohort_1,2023-05-01,2024-03-31,None,FALSE,inf,FALSE,80 to 89,0,2024-03-31,FALSE,Both,2021-02-01,cohort_6,0 to Inf,69647,346,6303439,17257.875,2004.882,1799.171,2227.666,tidy_incidence
mock,denominator_cohort_79,cohort_1,2023-09-12,2024-03-31,None,FALSE,inf,FALSE,80 to 89,0,2024-03-31,FALSE,Both,2021-02-01,cohort_7,0 to Inf,55957,328,5026144,13760.832,2383.577,2132.574,2656.002,tidy_incidence
mock,denominator_cohort_10,cohort_1,2021-02-01,2024-03-31,None,FALSE,inf,FALSE,90 to 150,0,2024-03-31,FALSE,Both,2021-02-01,cohort_0,0 to Inf,44513,3885,7902757,21636.569,17955.712,17395.484,18529.39,tidy_incidence
mock,denominator_cohort_20,cohort_1,2021-04-08,2024-03-31,None,FALSE,inf,FALSE,90 to 150,0,2024-03-31,FALSE,Both,2021-02-01,cohort_1,0 to Inf,39063,278,888732,2433.216,11425.208,10121.505,12850.256,tidy_incidence
mock,denominator_cohort_30,cohort_1,2021-05-07,2024-03-31,None,FALSE,inf,FALSE,90 to 150,0,2024-03-31,FALSE,Both,2021-02-01,cohort_2,0 to Inf,38565,863,3474473,9512.589,9072.188,8476.928,9698.224,tidy_incidence
mock,denominator_cohort_40,cohort_1,2021-12-25,2024-03-31,None,FALSE,inf,FALSE,90 to 150,0,2024-03-31,FALSE,Both,2021-02-01,cohort_3,0 to Inf,34236,913,3074831,8418.428,10845.255,10153.092,11572.183,tidy_incidence
mock,denominator_cohort_50,cohort_1,2022-06-03,2024-03-31,None,FALSE,inf,FALSE,90 to 150,0,2024-03-31,FALSE,Both,2021-02-01,cohort_4,0 to Inf,29858,786,2685217,7351.723,10691.371,9956.907,11465.677,tidy_incidence
mock,denominator_cohort_60,cohort_1,2022-10-26,2024-03-31,None,FALSE,inf,FALSE,90 to 150,0,2024-03-31,FALSE,Both,2021-02-01,cohort_5,0 to Inf,24809,742,2222619,6085.199,12193.521,11331.833,13103.36,tidy_incidence
mock,denominator_cohort_70,cohort_1,2023-05-02,2024-03-31,None,FALSE,inf,FALSE,90 to 150,0,2024-03-31,FALSE,Both,2021-02-01,cohort_6,0 to Inf,18937,480,1692356,4633.418,10359.523,9453.371,11329.1,tidy_incidence
mock,denominator_cohort_80,cohort_1,2023-09-20,2024-03-31,None,FALSE,inf,FALSE,90 to 150,0,2024-03-31,FALSE,Both,2021-02-01,cohort_7,0 to Inf,13751,342,1204748,3298.42,10368.601,9298.699,11527.844,tidy_incidence
