ageGroup,cohort_definition_id,from0toD,pyrs,rate,SE.rate,rate.lo,rate.hi
20,0,316,579668.0875739751,5.451395492936693e-4,3.0666495561328654e-5,4.882283376040866e-4,6.0868471843003e-4
20,1,6,25237.786997529856,2.3773875263260002e-4,9.705643933927018e-5,1.0680510697045641e-4,5.291855053236242e-4
20,2,37,90657.649165357,4.0812882686283916e-4,6.709596582637426e-5,2.957045640768475e-4,5.632958011197606e-4
20,3,23,66803.2686653188,3.442945301857744e-4,7.179037222474258e-5,2.287910706577107e-4,5.181090467170643e-4
20,4,8,26179.393667190878,3.0558385353385547e-4,1.0804020752745296e-4,1.5281981918643513e-4,6.110561577531924e-4
20,5,6,8634.1861816007,6.949120477371561e-4,2.8369665551143637e-4,3.121920796325752e-4,0.0015468129577745381
20,6,3,2711.429126431649,0.0011064275922816106,6.387962682426174e-4,3.568391754066126e-4,0.0034306267398111377
20,7,4,1086.8186615764353,0.0036804667985715135,0.001840233399285757,0.0013813200384579678,0.009806442734667842
50,0,953,231635.35248150313,0.004114225181046578,1.332728262337736e-4,0.00386113004072313,0.0043839105810555955
50,1,19,15861.737869601011,0.001197851090227223,2.7480588693213086e-4,7.640472508540199e-4,0.0018779561509510493
50,2,88,60132.6467100829,0.0014634313441128537,1.5600230545105714e-4,0.0011874963840377973,0.0018034844802220342
50,3,78,53062.26801407241,0.0014699710909325241,1.6644145071193742e-4,0.0011774092052560209,0.0018352285666965718
50,4,51,34524.23405943566,0.0014772232140530697,2.0685262463023593e-4,0.0011226693774532628,0.001943749841193228
50,5,35,17594.06409910957,0.001989307291529723,3.362543042797614e-4,0.0014283015564031732,0.0027706638576372633
50,6,22,7429.5427801483265,0.0029611512647566697,6.313195708834438e-4,0.0019497569610660466,0.004497184514718088
50,7,7,2606.116999775383,0.0026859883883199862,0.0010152081857002673,0.0012804843540479244,0.005634222393567634
65,0,6134,207565.67806725737,0.029552091931173727,3.7732566253765313e-4,0.02882171085649672,0.03030098184860829
65,1,286,19531.516887492555,0.01464299990868331,8.658587360471445e-4,0.013040568728850116,0.01644233858078108
65,2,976,81510.65540085266,0.011973894642365866,3.832750276634362e-4,0.011245755430952126,0.012749179349202621
65,3,1033,77953.69308331318,0.013251456847541258,4.1230012445499356e-4,0.012467495541144649,0.01408471396703031
65,4,931,71139.09187813505,0.013087038018349338,4.2891034731022226e-4,0.012272805388789854,0.013955290470927037
65,5,840,61918.6677595638,0.013566183356234367,4.6807779529304026e-4,0.012679084593770268,0.014515348446006673
65,6,524,48784.280522494904,0.010741164866793076,4.6922996586910636e-4,0.009859747366640994,0.011701377165704683
65,7,469,37821.514005538826,0.012400349703909701,5.725949475353158e-4,0.0113273514482946,0.013574989129732023
